단원명,문제번호,문제,정답,해설
가등기담보 등에 관한 법률 ,,담보가등기가 경료된 부동산에 대하여 경매가 행하여져 제3자가 경락받은 후에 이루어진 가등기에 기한 본등기는 원인을 결여한 무효의 등기이다. ,O,"•실행방법 
*경매(경매시 저당권과 동일하게 취급) 또는 귀속청산(실행통지) 
*사적실행에 의한 처분청산 X "
가등기담보 등에 관한 법률 ,," 실행통지의 상대방이 채무자 등 여러 명인 경우, 그 모두에 대하여 실행통지를 하여야 통지로서의 효력이 발생한다. ",O,"•채무자, 물상보증인, 제3취득자→ 실행통지→ 변제할 기회 "
가등기담보 등에 관한 법률 ,, 채권자가 담보목적 부동산의 소유권을 취득하기 위하여는 가등기담보권의 실행통지가 상대방에게 도달한 날부터 1개월이 지나야 한다. (X) ,X,"•채무자, 물상보증인, 제3취득자→ 실행통지→ 변제할 기회 "
가등기담보 등에 관한 법률 ,, 채권자가 나름대로 평가한 청산금의 액수가 객관적인 청산금의 평가액에 미치지 못한 경우에도 실행통지는 효력이 있다.★ ,O,"•채무자, 물상보증인, 제3취득자→ 실행통지→ 변제할 기회 "
가등기담보 등에 관한 법률 ,,가등기담보권자가 채무자에게 실행통지를 하지 아니한 경우에도 청산금을 지급하고 등기를 마쳤다면 소유권을 취득할 수 있다. (X)★★ ,X,"•채무자, 물상보증인, 제3취득자→ 실행통지→ 변제할 기회 "
가등기담보 등에 관한 법률 ,,청산절차를 거치지 않고 가등기담보권자가 경료한 소유권이전등기는 무효지만 나중에 청산절차를 마치면 그 때부터 유효한 등기가 된다.★ ,O,"•채무자, 물상보증인, 제3취득자→ 실행통지→ 변제할 기회 "
가등기담보 등에 관한 법률 ,,"채무자에게 실행통지는 하였으나 이러한 사실을 후순위저당권자에게는 통지하지 않은 경우, 채무자는 이를 이유로 실행을 거부할 수 없다. ",O,"•채무자, 물상보증인, 제3취득자→ 실행통지→ 변제할 기회 "
가등기담보 등에 관한 법률 ,,채권자는 그가 통지한 청산금의 액수에 대하여 다툴 수 없다.★★ ,O,"•채무자, 물상보증인, 제3취득자→ 실행통지→ 변제할 기회 "
가등기담보 등에 관한 법률 ,,"청산금은 담보권실행의 통지당시 담보목적부동산의 가액에서 피담보채권액을 뺀 금액 이며, 그 부동산에 선순위담보권이 있으면 위 피담보채권액에 선순위담보로 담보한 채권액을 포함시킨다.★ ",O,"•채무자, 물상보증인, 제3취득자→ 실행통지→ 변제할 기회 "
가등기담보 등에 관한 법률 ,,후순위저당권자는 청산기간에 한정하여 그 피담보채권의 변제기 도래 전이라도 부동산의 경매를 청구할 수 있다. ★★,O,•후순위저당권자→ 청산기간 내 변제기 도래 전→경매청구O 
가등기담보 등에 관한 법률 ,,후순위저당권자는 청산기간 내라도 저당권의 피담보채권의 변제기 도래 전에는 부동산의 경매를 청구할 수 없다. (X)★★  ,X,•후순위저당권자→ 청산기간 내 변제기 도래 전→경매청구O 
가등기담보 등에 관한 법률 ,,후순위저당권자는 청산기간이 지나면 그의 피담보채권 변제기가 도래하기 전이라도 부동산의 경매를 청구할 수 있다. (X)★★ ,X,•후순위저당권자→ 청산기간 내 변제기 도래 전→경매청구O 
가등기담보 등에 관한 법률 ,,채무자가 청산기간이 지나기 전에 한 청산금에 관한 권리의 양도는 이로써 후순위권리 자에게 대항하지 못한다. ★,O,•채무자의 청산금에 관한 권리의 양도→ 후순위권리자에게 대항 X 
가등기담보 등에 관한 법률 ,,가등기담보의 채무자의 채무변제와 가등기 말소는 동시이행관계에 있다. (X) ★★,X,"•변제와 가등기담보말소 →동시이행관계 X 
•청산금지급과 소유권이전 →동시이행관계O "
가등기담보 등에 관한 법률 ,,가등기담보권자의 청산금지급의무와 채무자의 가등기에 기한 본등기 및 목적물의 인도 의무는 동시이행관계에 있다.★ ,O,"•변제와 가등기담보말소 →동시이행관계 X 
•청산금지급과 소유권이전 →동시이행관계O "
가등기담보 등에 관한 법률 ,,가등기담보권자는 청산기간 경과 후 청산금을 지급하면 본등기를 하기 전이라도 소유권을 취득한다. (X) ,X,"청산절차종료 후 본등기 전 소유권 취득 X, 과실수취권 취득 "
가등기담보 등에 관한 법률 ,,가등기담보권자는 청산기간 경과 후 청산금을 지급하면 본등기를 경료하기 전에도 과실 수취권을 취득한다.★ ,O,"청산절차종료 후 본등기 전 소유권 취득 X, 과실수취권 취득 "
가등기담보 등에 관한 법률 ,,양도담보권자는 양도담보목적물이 소실됨으로 인하여 발생한 화재보험금청구권에 대하여 물상대위권을 행사할 수 있다. ★,O,"•양도담보 
*양도담보권자→ 물상대위권 O
*양도담보권자→소유자 X 
*양도담보권자가 처분→선의의 제3자 →소유권 취득 "
가등기담보 등에 관한 법률 ,,"양도담보권자는 담보권의 실행으로서 채무자로부터 적법하게 임차한 임차인에게 그 목적 부동산의 인도청구를 할 수 있으나, 직접 소유권에 기하여 인도청구를 할 수는 없다.★★ ",O,"•양도담보 
*양도담보권자→ 물상대위권 O
*양도담보권자→소유자 X 
*양도담보권자가 처분→선의의 제4자 →소유권 취득"
가등기담보 등에 관한 법률 ,,"제3자가 양도담보목적물을 불법으로 점유하고 있는 경우, 양도담보권자는 불법점유자를 상대로 차임 상당의 손해배상을 청구할 수 있다. (X) ★★",X,"•양도담보 
*양도담보권자→ 물상대위권 O
*양도담보권자→소유자 X 
*양도담보권자가 처분→선의의 제5자 →소유권 취득"
가등기담보 등에 관한 법률 ,,"양도담보권자가 담보목적부동산에 대하여 동법 소정의 청산절차를 거치지 아니한 채 소유권을 이전한 경우, 선의의 제3자는 소유권을 확정적으로 취득한다. ★★",O,"•양도담보 
*양도담보권자→ 물상대위권 O
*양도담보권자→소유자 X 
*양도담보권자가 처분→선의의 제6자 →소유권 취득"
가등기담보 등에 관한 법률 ,,양도담보 목적 부동산을 양수한 제3자가 악의인 경우에도 제3자는 소유권을 취득할 수 있다. (X) ,X,"•양도담보 
*양도담보권자→ 물상대위권 O
*양도담보권자→소유자 X 
*양도담보권자가 처분→선의의 제7자 →소유권 취득"
부동산 실권리자명의 등기에 관한 법률,,가등기를 명의신탁에 의하여 경료하는 것은 허용되지 않는다.,O,•가등기명의신탁 금지 
부동산 실권리자명의 등기에 관한 법률,,채권을 담보하기 위해 채권자가 채무자소유의 부동산에 대해 가등기를 하는 경우에도 동법이 적용된다. (X) ,X,"•가등기담보, 양도담보→ 명의신탁 X "
부동산 실권리자명의 등기에 관한 법률,,채무변제를 담보하기 위해 채권자 명의로 부동산에 관한 소유권이전등기를 하기로 하는 약정은 명의신탁약정에 해당하지 않는다. ,O,"•가등기담보, 양도담보→ 명의신탁 X "
부동산 실권리자명의 등기에 관한 법률,,공유물분할청구는 부동산의 구분소유적 공유관계에서 인정되지 않는다. ,O,"•구분소유적 공유관계 
*대내적→ 구분소유관계→ 공유물분할청구X 
*대외적→ 공유관계 "
부동산 실권리자명의 등기에 관한 법률,,"甲과 乙이 구분소유적 공유관계에 있는 경우, 甲은 목적부동산을 불법점유자에게 부동산 전부에 대해서 방해제거를 청구할 수 없다. (X) ",X,"•구분소유적 공유관계 
*대내적→ 구분소유관계→ 공유물분할청구X 
*대외적→ 공유관계 "
부동산 실권리자명의 등기에 관한 법률,,"甲과 乙이 구분소유적 공유관계에 있는 경우, 甲이 자기 소유의 토지부분에 건물을 신축한 후, 乙이 강제경매로 대지에 관한 甲의 지분을 모두 취득한 경우, 관습법상 법정지상권이 발생 한다. ",O,"•구분소유적 공유관계 
*대내적→ 구분소유관계→ 공유물분할청구X 
*대외적→ 공유관계 "
부동산 실권리자명의 등기에 관한 법률,,투기 및 탈세 등의 방지라는 법의 목적상 명의신탁은 그 자체로 선량한 풍속 기타 사회질서에 위반된다. (X) ★★,X," •명의신탁 
*원칙→ 무효(사회질서위반 X) →해지 X 
*종/배→ 법령상 제한을 회피할 목적X→ 유효→ 해지O 
*수탁자와 거래한 제3자→ 선의 악의를 불문하고 권리 취득 "
부동산 실권리자명의 등기에 관한 법률,,농지법에 따른 제한을 회피하기 위하여 명의신탁을 한 경우에도 그에 따른 수탁자 명의의 소유권이전등기가 불법원인급여라고 할 수 없다. ★★,O," •명의신탁 
*원칙→ 무효(사회질서위반 X) →해지 X 
*종/배→ 법령상 제한을 회피할 목적X→ 유효→ 해지O 
*수탁자와 거래한 제3자→ 선의 악의를 불문하고 권리 취득 "
부동산 실권리자명의 등기에 관한 법률,,탈세 등의 목적으로 명의신탁제도를 악용했더라도 신탁자는 수탁자에게 소유권에 기하여 소유권이전등기말소를 청구할 수 있다. ★★,O," •명의신탁 
*원칙→ 무효(사회질서위반 X) →해지 X 
*종/배→ 법령상 제한을 회피할 목적X→ 유효→ 해지O 
*수탁자와 거래한 제3자→ 선의 악의를 불문하고 권리 취득 "
부동산 실권리자명의 등기에 관한 법률,," 양자간 명의신탁이 무효인 경우, 신탁자는 수탁자에게 명의신탁의 해지를 원인으로 등기말소를 청구할 수 있다. (X) ★★",X," •명의신탁 
*원칙→ 무효(사회질서위반 X) →해지 X 
*종/배→ 법령상 제한을 회피할 목적X→ 유효→ 해지O 
*수탁자와 거래한 제3자→ 선의 악의를 불문하고 권리 취득 "
부동산 실권리자명의 등기에 관한 법률,,"무효인 명의신탁등기가 행하여진 후 신탁자와 수탁자가 혼인한 경우, 그 명의신탁등기는 명의신탁약정이 체결된 때로부터 유효하게 된다. (X)★ ",X," •명의신탁 
*원칙→ 무효(사회질서위반 X) →해지 X 
*종/배→ 법령상 제한을 회피할 목적X→ 유효→ 해지O 
*수탁자와 거래한 제3자→ 선의 악의를 불문하고 권리 취득 "
부동산 실권리자명의 등기에 관한 법률,,부부 사이에 유효하게 성립한 명의신탁은 배우자 일방의 사망으로 잔존배우자와 사망한 배우자의 상속인에게 효력을 잃는다. (X) ,X," •명의신탁 
*원칙→ 무효(사회질서위반 X) →해지 X 
*종/배→ 법령상 제한을 회피할 목적X→ 유효→ 해지O 
*수탁자와 거래한 제3자→ 선의 악의를 불문하고 권리 취득 "
부동산 실권리자명의 등기에 관한 법률,,"조세포탈 등의 목적 없이 종교단체 명의로 그 산하조직이 보유한 부동산의 소유권을 등기한 경우, 그 단체와 조직 간의 명의신탁약정은 유효하다. ",O," •명의신탁 
*원칙→ 무효(사회질서위반 X) →해지 X 
*종/배→ 법령상 제한을 회피할 목적X→ 유효→ 해지O 
*수탁자와 거래한 제3자→ 선의 악의를 불문하고 권리 취득 "
